2023-02-13 20:20:10.111 | INFO     | 140704733735104 | spider.task.crawl_task:init_queue:42 | 爬虫任务 doctor_status 开始初始化队列
2023-02-13 20:20:10.480 | INFO     | 123145407922176 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 94895fa8ffbda4653a4b 执行
2023-02-13 20:20:10.481 | INFO     | 123145407922176 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['94895fa8ffbda4653a4b', 720]	
2023-02-13 20:20:10.481 | INFO     | 123145407922176 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 4ab15ad117fc8297c028 执行
2023-02-13 20:20:10.482 | INFO     | 123145407922176 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['4ab15ad117fc8297c028', 720]	
2023-02-13 20:20:10.482 | INFO     | 123145407922176 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_ec2731815f00638f 执行
2023-02-13 20:20:10.488 | INFO     | 123145407922176 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_0 请求 doctor_id: clinic_web_ec2731815f00638f 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_ec2731815f00638f
2023-02-13 20:20:11.461 | INFO     | 123145424711680 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_18c148007a0f25fc 执行
2023-02-13 20:20:11.467 | INFO     | 123145424711680 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_1 请求 doctor_id: clinic_web_18c148007a0f25fc 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_18c148007a0f25fc
2023-02-13 20:20:12.461 | INFO     | 123145441501184 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_1b4421229837fd76 执行
2023-02-13 20:20:12.470 | INFO     | 123145441501184 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_2 请求 doctor_id: clinic_web_1b4421229837fd76 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_1b4421229837fd76
2023-02-13 20:20:13.461 | INFO     | 123145458290688 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_79adca647fb728a6 执行
2023-02-13 20:20:13.466 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: clinic_web_79adca647fb728a6 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_79adca647fb728a6
2023-02-13 20:20:14.460 | INFO     | 123145475080192 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 596f3b406b956630d85e 执行
2023-02-13 20:20:14.467 | INFO     | 123145475080192 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_4 请求 doctor_id: 596f3b406b956630d85e 移动端详情页 https://m.chunyuyisheng.com/m/doctor/596f3b406b956630d85e
2023-02-13 20:20:15.082 | WARNING  | 123145407922176 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://45.231.170.137:999', 'https': 'http://201.218.42.202:1994'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_ec2731815f00638f (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x120524a90>, 'Connection to 201.218.42.202 timed out. (connect timeout=4)'))
2023-02-13 20:20:15.464 | INFO     | 123145491869696 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_92baaa3b53b07ae8 执行
2023-02-13 20:20:15.471 | INFO     | 123145491869696 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_5 请求 doctor_id: clinic_web_92baaa3b53b07ae8 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_92baaa3b53b07ae8
2023-02-13 20:20:15.555 | WARNING  | 123145424711680 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://117.157.197.18:3128', 'https': 'http://202.169.51.46:8080'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_18c148007a0f25fc (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x120525fc0>, 'Connection to 202.169.51.46 timed out. (connect timeout=4)'))
2023-02-13 20:20:16.292 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: clinic_web_79adca647fb728a6 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_79adca647fb728a6/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:16.461 | INFO     | 123145508659200 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_b14ee09ecfd9804c 执行
2023-02-13 20:20:16.468 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: clinic_web_b14ee09ecfd9804c 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_b14ee09ecfd9804c
2023-02-13 20:20:16.539 | INFO     | 123145458290688 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:16.563 | INFO     | 123145458290688 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_79adca647fb728a6', 720]	
2023-02-13 20:20:16.563 | INFO     | 123145458290688 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 8ee00535582b61506b95 执行
2023-02-13 20:20:16.567 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: 8ee00535582b61506b95 移动端详情页 https://m.chunyuyisheng.com/m/doctor/8ee00535582b61506b95
2023-02-13 20:20:16.790 | WARNING  | 123145508659200 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://66.152.169.73:1994', 'https': 'http://118.31.2.38:8999'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_b14ee09ecfd9804c (Caused by SSLError(SSLError("bad handshake: SysCallError(54, 'ECONNRESET')")))
2023-02-13 20:20:17.463 | INFO     | 123145525448704 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_dd58fd49bf8ce61a 执行
2023-02-13 20:20:17.469 | INFO     | 123145525448704 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_7 请求 doctor_id: clinic_web_dd58fd49bf8ce61a 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_dd58fd49bf8ce61a
2023-02-13 20:20:17.748 | WARNING  | 123145407922176 | spider.page_get.base_request:get:76 | 第 2 次使用proxy : {'http': 'http://182.90.224.115:3128', 'https': 'http://103.179.189.72:3128'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_ec2731815f00638f (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x120610f10>: Failed to establish a new connection: [Errno 61] Connection refused')))
2023-02-13 20:20:18.463 | INFO     | 123145542238208 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_b1e6054125352447 执行
2023-02-13 20:20:18.470 | INFO     | 123145542238208 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_8 请求 doctor_id: clinic_web_b1e6054125352447 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_b1e6054125352447
2023-02-13 20:20:18.825 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: 8ee00535582b61506b95 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/8ee00535582b61506b95/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:19.426 | INFO     | 123145458290688 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:19.437 | INFO     | 123145458290688 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['8ee00535582b61506b95', 720]	
2023-02-13 20:20:19.437 | INFO     | 123145458290688 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: e398a27f379691d39ebf 执行
2023-02-13 20:20:19.444 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: e398a27f379691d39ebf 移动端详情页 https://m.chunyuyisheng.com/m/doctor/e398a27f379691d39ebf
2023-02-13 20:20:19.465 | INFO     | 123145559027712 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: b64bf48e7b3159ceccac 执行
2023-02-13 20:20:19.472 | INFO     | 123145559027712 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_9 请求 doctor_id: b64bf48e7b3159ceccac 移动端详情页 https://m.chunyuyisheng.com/m/doctor/b64bf48e7b3159ceccac
2023-02-13 20:20:19.760 | WARNING  | 123145491869696 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://31.42.57.1:8080', 'https': 'http://212.112.127.20:8080'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_92baaa3b53b07ae8 (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x120574e20>, 'Connection to 212.112.127.20 timed out. (connect timeout=4)'))
2023-02-13 20:20:19.927 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: clinic_web_b14ee09ecfd9804c 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_b14ee09ecfd9804c/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:19.968 | WARNING  | 123145475080192 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://198.211.55.167:1994', 'https': 'http://154.16.180.182:3128'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/596f3b406b956630d85e (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))
2023-02-13 20:20:20.186 | INFO     | 123145508659200 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:20.194 | INFO     | 123145508659200 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_b14ee09ecfd9804c', 720]	
2023-02-13 20:20:20.194 | INFO     | 123145508659200 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 716d6e6bb6d8f1ad1554 执行
2023-02-13 20:20:20.198 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: 716d6e6bb6d8f1ad1554 移动端详情页 https://m.chunyuyisheng.com/m/doctor/716d6e6bb6d8f1ad1554
2023-02-13 20:20:20.477 | INFO     | 123145424711680 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_1 请求 doctor_id: clinic_web_18c148007a0f25fc 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_18c148007a0f25fc/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:20.559 | INFO     | 123145542238208 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_8 请求 doctor_id: clinic_web_b1e6054125352447 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_b1e6054125352447/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:20.640 | WARNING  | 123145441501184 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://85.14.243.31:3128', 'https': 'http://104.129.192.166:9443'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_1b4421229837fd76 (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('select timed out')))
2023-02-13 20:20:20.761 | INFO     | 123145424711680 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:20.771 | INFO     | 123145424711680 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_18c148007a0f25fc', 720]	
2023-02-13 20:20:20.771 | INFO     | 123145424711680 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_a6558285cd189b85 执行
2023-02-13 20:20:20.776 | INFO     | 123145424711680 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_1 请求 doctor_id: clinic_web_a6558285cd189b85 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_a6558285cd189b85
2023-02-13 20:20:20.845 | INFO     | 123145542238208 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:20.851 | INFO     | 123145542238208 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_b1e6054125352447', 720]	
2023-02-13 20:20:20.852 | INFO     | 123145542238208 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_cedf2df8c04fb886 执行
2023-02-13 20:20:20.856 | INFO     | 123145542238208 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_8 请求 doctor_id: clinic_web_cedf2df8c04fb886 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_cedf2df8c04fb886
2023-02-13 20:20:21.073 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: 716d6e6bb6d8f1ad1554 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/716d6e6bb6d8f1ad1554/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:21.354 | INFO     | 123145508659200 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:21.364 | INFO     | 123145508659200 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['716d6e6bb6d8f1ad1554', 720]	
2023-02-13 20:20:21.365 | INFO     | 123145508659200 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: 55f01b52a86d31f5fae4 执行
2023-02-13 20:20:21.371 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: 55f01b52a86d31f5fae4 移动端详情页 https://m.chunyuyisheng.com/m/doctor/55f01b52a86d31f5fae4
2023-02-13 20:20:21.510 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: e398a27f379691d39ebf 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/e398a27f379691d39ebf/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:21.577 | WARNING  | 123145525448704 | spider.page_get.base_request:get:76 | 第 1 次使用proxy : {'http': 'http://49.212.143.246:6666', 'https': 'http://31.42.57.1:8080'} 抓取失败，错误详情：HTTPSConnectionPool(host='m.chunyuyisheng.com', port=443): Max retries exceeded with url: /m/doctor/clinic_web_dd58fd49bf8ce61a (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x120611a80>, 'Connection to 31.42.57.1 timed out. (connect timeout=4)'))
2023-02-13 20:20:22.272 | INFO     | 123145424711680 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_1 请求 doctor_id: clinic_web_a6558285cd189b85 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_a6558285cd189b85/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:22.302 | INFO     | 123145458290688 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:22.312 | INFO     | 123145458290688 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['e398a27f379691d39ebf', 720]	
2023-02-13 20:20:22.313 | INFO     | 123145458290688 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_473630ca6bbdfbc3 执行
2023-02-13 20:20:22.319 | INFO     | 123145458290688 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_3 请求 doctor_id: clinic_web_473630ca6bbdfbc3 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_473630ca6bbdfbc3
2023-02-13 20:20:22.767 | INFO     | 123145424711680 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:22.774 | INFO     | 123145424711680 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_a6558285cd189b85', 720]	
2023-02-13 20:20:22.775 | INFO     | 123145424711680 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_551c938ddf9bda30 执行
2023-02-13 20:20:22.779 | INFO     | 123145424711680 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_1 请求 doctor_id: clinic_web_551c938ddf9bda30 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_551c938ddf9bda30
2023-02-13 20:20:22.782 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: 55f01b52a86d31f5fae4 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/55f01b52a86d31f5fae4/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:22.862 | INFO     | 123145542238208 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_8 请求 doctor_id: clinic_web_cedf2df8c04fb886 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_cedf2df8c04fb886/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:23.055 | INFO     | 123145508659200 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:23.061 | INFO     | 123145508659200 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['55f01b52a86d31f5fae4', 720]	
2023-02-13 20:20:23.061 | INFO     | 123145508659200 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: f36dac753286939d1fe7 执行
2023-02-13 20:20:23.065 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: f36dac753286939d1fe7 移动端详情页 https://m.chunyuyisheng.com/m/doctor/f36dac753286939d1fe7
2023-02-13 20:20:23.145 | INFO     | 123145542238208 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:23.152 | INFO     | 123145542238208 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['clinic_web_cedf2df8c04fb886', 720]	
2023-02-13 20:20:23.152 | INFO     | 123145542238208 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_b48326815b0478d0 执行
2023-02-13 20:20:23.156 | INFO     | 123145542238208 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_8 请求 doctor_id: clinic_web_b48326815b0478d0 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_b48326815b0478d0
2023-02-13 20:20:23.991 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: f36dac753286939d1fe7 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/f36dac753286939d1fe7/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:24.064 | INFO     | 123145491869696 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_illness_init_json:85 | 线程 ThreadPoolExecutor-0_5 请求 doctor_id: clinic_web_92baaa3b53b07ae8 好评问题初始json https://www.chunyuyisheng.com/pc/doctor/clinic_web_92baaa3b53b07ae8/qa/?is_json=1&tag=&page_count=20&page=1
2023-02-13 20:20:24.332 | INFO     | 123145508659200 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
2023-02-13 20:20:24.357 | INFO     | 123145508659200 | spider.decorators.crawl_decorator:wrapper:36 | 方法doctor_detail_page_status_mapping完成爬取，参数：['f36dac753286939d1fe7', 720]	
2023-02-13 20:20:24.358 | INFO     | 123145508659200 | spider.task.crawl_task:task_action:50 | 爬虫任务 doctor_status, id: clinic_web_0dbda747a2132706 执行
2023-02-13 20:20:24.382 | INFO     | 123145508659200 | spider.page_get.chunyu_request.doctor_page_request:get_doctor_moblie_detail_page:29 | 线程 ThreadPoolExecutor-0_6 请求 doctor_id: clinic_web_0dbda747a2132706 移动端详情页 https://m.chunyuyisheng.com/m/doctor/clinic_web_0dbda747a2132706
2023-02-13 20:20:24.403 | INFO     | 123145491869696 | spider.decorators.storage_decorator:session_commit:13 | 数据插入 <class 'spider.db.dao.doctor_dao.DoctorStatusOper'> 表成功
